OBJECTID,Proponent,Branch,Base,Facility,Airspace,Reason,State,POC,FAA_ID,Floor,Ceiling,County,Shape__Area,Shape__Length
1408,DOJ,BUREAU OF PRISONS,Berlin,FCI Berlin Medium,D,NATIONAL SECURITY,NH,Control Center (603) 342-4000,20190613-BOP-FCI Berlin Medium,Surface,400' AGL,COOS,1.84161788183701e-05,0.0210163387777728
1409,DOJ,BUREAU OF PRISONS,Big Spring,FCI Big Spring Medium,D,NATIONAL SECURITY,TX,Control Center (432) 466-2300,20190613-BOP-FCI Big Spring Medium,Surface,400' AGL,HOWARD,1.43108445627149e-05,0.0165541094999194
1410,DOJ,BUREAU OF PRISONS,Cumberland,FCI Cumberland Medium,D,NATIONAL SECURITY,MD,Control Center (301) 784-1000,20190613-BOP-FCI Cumberland Medium,Surface,400' AGL,ALLEGANY,1.99613955373934e-05,0.0170940060670455
1411,DOJ,BUREAU OF PRISONS,Danbury,FCI Danbury Medium,D,NATIONAL SECURITY,CT,Control Center (203) 743-6471,20190613-BOP-FCI Danbury Medium,Surface,400' AGL,FAIRFIELD,1.11829504021443e-05,0.0137729166177044
1412,DOJ,BUREAU OF PRISONS,Dublin,FCI Dublin Medium,D,NATIONAL SECURITY,CA,Control Center (925) 833-7500,20190613-BOP-FCI Dublin Medium,Surface,400' AGL,ALAMEDA,1.73022767739894e-05,0.0167617161056241
1413,DOJ,BUREAU OF PRISONS,Edgefield,FCI Edgefield Medium,D,NATIONAL SECURITY,SC,Control Center (803) 637-1500,20190613-BOP-FCI Edgefield Medium,Surface,400' AGL,EDGEFIELD,4.33239119956852e-06,0.00909833187637269
1414,DOJ,BUREAU OF PRISONS,El Reno,FCI El Reno Medium,D,NATIONAL SECURITY,OK,Control Center (405) 262-4875,20190613-BOP-FCI El Reno Medium,Surface,400' AGL,CANADIAN,2.43081310600246e-05,0.0198497700101498
1415,DOJ,BUREAU OF PRISONS,Elkton,FCI Elkton Medium,D,NATIONAL SECURITY,OH,Control Center (330) 420-6200,20190613-BOP-FCI Elkton Medium,Surface,400' AGL,COLUMBIANA,1.859439043983e-05,0.0173292976827057
1416,DOJ,BUREAU OF PRISONS,Englewood,FCI Englewood Medium,D,NATIONAL SECURITY,CO,Control Center (303) 763-4300,20190613-BOP-FCI Englewood Medium,Surface,400' AGL,JEFFERSON,1.1925234048249e-05,0.0143470853772404
1417,DOJ,BUREAU OF PRISONS,Estill,FCI Estill Medium,D,NATIONAL SECURITY,SC,Control Center (803) 625-4607,20190613-BOP-FCI Estill Medium,Surface,400' AGL,HAMPTON,1.67438583957846e-05,0.0162309513082123
1418,DOJ,BUREAU OF PRISONS,Fairton,FCI Fairton Medium,D,NATIONAL SECURITY,NJ,Control Center (856) 453-1177,20190613-BOP-FCI Fairton Medium,Surface,400' AGL,CUMBERLAND,2.67265788806981e-05,0.0209864606256693
1419,DOJ,BUREAU OF PRISONS,Gilmer,FCI Gilmer Medium,D,NATIONAL SECURITY,WV,Control Center (304) 626-2500,20190613-BOP-FCI Gilmer Medium,Surface,400' AGL,GILMER,2.05297421871364e-05,0.0176004030354742
1420,DOJ,BUREAU OF PRISONS,Greenville,FCI Greenville Medium,D,NATIONAL SECURITY,IL,Control Center (618) 664-6200,20190613-BOP-FCI Greenville Medium,Surface,400' AGL,BOND,1.92676811821002e-05,0.0175628332838138
1421,DOJ,BUREAU OF PRISONS,Herlong,FCI Herlong Medium,D,NATIONAL SECURITY,CA,Control Center (530) 827-8000,20190613-BOP-FCI Herlong Medium,Surface,400' AGL,LASSEN,2.44724451476941e-05,0.0200759955665755
1422,DOJ,BUREAU OF PRISONS,Jesup,FCI Jesup Medium,D,NATIONAL SECURITY,GA,Control Center (912) 427-0870,20190613-BOP-FCI Jesup Medium,Surface,400' AGL,WAYNE,1.97765923530824e-05,0.0194778272067201
1423,DOJ,BUREAU OF PRISONS,La Tuna,FCI La Tuna Medium,D,NATIONAL SECURITY,TX,Control Center (915) 791-9000,20190613-BOP-FCI La Tuna Medium,Surface,400' AGL,EL PASO,7.47405715628702e-06,0.0114320879626769
1424,DOJ,BUREAU OF PRISONS,Loretto,FCI Loretto Medium,D,NATIONAL SECURITY,PA,Control Center (814) 472-4140,20190613-BOP-FCI Loretto Medium,Surface,400' AGL,CAMBRIA,9.84768826128857e-06,0.0141078688136332
1425,DOJ,BUREAU OF PRISONS,Manchester,FCI Manchester Medium,D,NATIONAL SECURITY,KY,Control Center (606) 598-1900,20190613-BOP-FCI Manchester Medium,Surface,400' AGL,CLAY,1.83001341156341e-05,0.0171246898738371
1426,DOJ,BUREAU OF PRISONS,Marianna,FCI Marianna Medium,D,NATIONAL SECURITY,FL,Control Center (850) 526-2313,20190613-BOP-FCI Marianna Medium,Surface,400' AGL,JACKSON,2.26425345317693e-05,0.0201243349480061
1427,DOJ,BUREAU OF PRISONS,Mcdowell,FCI Mcdowell Medium,D,NATIONAL SECURITY,WV,Control Center (304) 436-7300,20190613-BOP-FCI Mcdowell Medium,Surface,400' AGL,MCDOWELL,2.27077575800649e-05,0.0198364697912614
1428,DOJ,BUREAU OF PRISONS,Mckean,FCI Mckean Medium,D,NATIONAL SECURITY,PA,Control Center (814) 362-8900,20190613-BOP-FCI Mckean Medium,Surface,400' AGL,MCKEAN,2.02138073746028e-05,0.0176958359039873
1429,DOJ,BUREAU OF PRISONS,Memphis,FCI Memphis Medium,D,NATIONAL SECURITY,TN,Control Center (901) 372-2269,20190613-BOP-FCI Memphis Medium,Surface,400' AGL,SHELBY,1.47263222061156e-05,0.0153677914727771
1430,DOJ,BUREAU OF PRISONS,Mendota,FCI Mendota Medium,D,NATIONAL SECURITY,CA,Control Center (559) 274-4000,20190613-BOP-FCI Mendota Medium,Surface,400' AGL,FRESNO,2.36971391132101e-05,0.0207699840521063
1431,DOJ,BUREAU OF PRISONS,Miami,FCI Miami Medium,D,NATIONAL SECURITY,FL,Control Center (305) 259-2100,20190613-BOP-FCI Miami Medium,Surface,400' AGL,MIAMI-DADE,1.69084687513532e-05,0.017790994678163
1432,DOJ,BUREAU OF PRISONS,Milan,FCI Milan Medium,D,NATIONAL SECURITY,MI,Control Center (734) 439-1511,20190613-BOP-FCI Milan Medium,Surface,400' AGL,WASHTENAW,1.97697754629189e-05,0.0241092928786242
1433,DOJ,BUREAU OF PRISONS,Morgantown,FCI Morgantown Medium,D,NATIONAL SECURITY,WV,Control Center (304) 296-4416,20190613-BOP-FCI Morgantown Medium,Surface,400' AGL,MONONGALIA,2.66888152964384e-05,0.0210017475444706
1434,DOJ,BUREAU OF PRISONS,Otisville,FCI Otisville Medium,D,NATIONAL SECURITY,NY,Control Center (845) 386-6700,20190613-BOP-FCI Otisville Medium,Surface,400' AGL,ORANGE,1.71635899732792e-05,0.0154291798146927
1435,DOJ,BUREAU OF PRISONS,Oxford,FCI Oxford Medium,D,NATIONAL SECURITY,WI,Control Center (608) 584-5511,20190613-BOP-FCI Oxford Medium,Surface,400' AGL,ADAMS,3.31112510139064e-05,0.0250039707901005
1436,DOJ,BUREAU OF PRISONS,Pekin,FCI Pekin Medium,D,NATIONAL SECURITY,IL,Control Center (309) 346-8588,20190613-BOP-FCI Pekin Medium,Surface,400' AGL,TAZEWELL,1.97616686818947e-05,0.0177208271123191
1437,DOJ,BUREAU OF PRISONS,Phoenix,FCI Phoenix Medium,D,NATIONAL SECURITY,AZ,Control Center (623) 465-9757,20190613-BOP-FCI Phoenix Medium,Surface,400' AGL,MARICOPA,2.09373993129702e-05,0.0180418188541411
1438,DOJ,BUREAU OF PRISONS,Ray Brook,FCI Ray Brook Medium,D,NATIONAL SECURITY,NY,Control Center (518) 897-4000,20190613-BOP-FCI Ray Brook Medium,Surface,400' AGL,ESSEX,1.8522809341448e-05,0.0177729167578262
1439,DOJ,BUREAU OF PRISONS,Safford,FCI Safford Medium,D,NATIONAL SECURITY,AZ,Control Center (928) 428-6600,20190613-BOP-FCI Safford Medium,Surface,400' AGL,GRAHAM,1.17254530778155e-05,0.0136804833510901
1440,DOJ,BUREAU OF PRISONS,Sandstone,FCI Sandstone Medium,D,NATIONAL SECURITY,MN,Control Center (320) 245-2262,20190613-BOP-FCI Sandstone Medium,Surface,400' AGL,PINE,1.39970657073718e-05,0.017728081526639
1441,DOJ,BUREAU OF PRISONS,Schuylkill,FCI Schuylkill Medium,D,NATIONAL SECURITY,PA,Control Center (570) 544-7100,20190613-BOP-FCI Schuylkill Medium,Surface,400' AGL,SCHUYLKILL,1.98685975192348e-05,0.019017938737976
1442,DOJ,BUREAU OF PRISONS,Seagoville,FCI Seagoville Medium,D,NATIONAL SECURITY,TX,Control Center (972) 287-2911,20190613-BOP-FCI Seagoville Medium,Surface,400' AGL,DALLAS,2.28130293180584e-05,0.0252827052672687
1443,DOJ,BUREAU OF PRISONS,Sheridan,FCI Sheridan Medium,D,NATIONAL SECURITY,OR,Control Center (503) 843-4442,20190613-BOP-FCI Sheridan Medium,Surface,400' AGL,YAMHILL,1.74944502759899e-05,0.0170064324071021
1444,DOJ,BUREAU OF PRISONS,Talladega,FCI Talladega Medium,D,NATIONAL SECURITY,AL,Control Center (256) 315-4100,20190613-BOP-FCI Talladega Medium,Surface,400' AGL,TALLADEGA,1.68462561305205e-05,0.0160598257066113
1445,DOJ,BUREAU OF PRISONS,Tallahassee,FCI Tallahassee Medium,D,NATIONAL SECURITY,FL,Control Center (850) 878-2173,20190613-BOP-FCI Tallahassee Medium,Surface,400' AGL,LEON,1.28243154904339e-05,0.0139271293221657
1446,DOJ,BUREAU OF PRISONS,Terminal Island,FCI Terminal Island Medium,D,NATIONAL SECURITY,CA,Control Center (310) 831-8961,20190613-BOP-FCI Terminal Island Medium,Surface,400' AGL,LOS ANGELES,8.24485778139206e-06,0.0138358884775176
1447,DOJ,BUREAU OF PRISONS,Texarkana,FCI Texarkana Medium,D,NATIONAL SECURITY,TX,Control Center (903) 838-4587,20190613-BOP-FCI Texarkana Medium,Surface,400' AGL,BOWIE,1.21586153909448e-05,0.0170847402747396
1448,DOJ,BUREAU OF PRISONS,Three Rivers,FCI Three Rivers Medium,D,NATIONAL SECURITY,TX,Control Center (361) 786-3576,20190613-BOP-FCI Three Rivers Medium,Surface,400' AGL,LIVE OAK,1.33263383759186e-05,0.0138101374106269
1449,DOJ,BUREAU OF PRISONS,Waseca,FCI Waseca Medium,D,NATIONAL SECURITY,MN,Control Center (507) 835-8972,20190613-BOP-FCI Waseca Medium,Surface,400' AGL,WASECA,1.87562286555476e-05,0.0180309871116968
1450,DOJ,BUREAU OF PRISONS,Williamsburg,FCI Williamsburg Medium,D,NATIONAL SECURITY,SC,Control Center (843) 387-9400,20190613-BOP-FCI Williamsburg Medium,Surface,400' AGL,WILLIAMSBURG,2.23643171466392e-05,0.0200015580446574
1451,DOJ,BUREAU OF PRISONS,Butner,FMC Butner High,D,NATIONAL SECURITY,NC,Control Center (919) 575-3900,20190613-BOP-FMC Butner High,Surface,400' AGL,DURHAM,9.53153107730031e-06,0.0121382245885387
1452,DOJ,BUREAU OF PRISONS,Devens,FMC Devens High,D,NATIONAL SECURITY,MA,Control Center (978) 796-1000,20190613-BOP-FMC Devens High,Surface,400' AGL,WORCESTER,1.30962407638435e-05,0.0231521570884834
1453,DOJ,BUREAU OF PRISONS,Lexington,FMC Lexington High,D,NATIONAL SECURITY,KY,Control Center (859) 255-6812,20190613-BOP-FMC Lexington High,Surface,400' AGL,KY,1.5387296116387e-05,0.0176631862741766
1454,DOJ,BUREAU OF PRISONS,Oklahoma City,FTC Oklahoma City High,D,NATIONAL SECURITY,OK,Control Center (405) 682-4075,20190613-BOP-FTC Oklahoma City High,Surface,400' AGL,OKLAHOMA,1.10953101284395e-06,0.00674346556240035
1455,DOD,USA,Martindale AHP,MDA,D,NATIONAL SECURITY,TX,"Troy Meuth, 210-460-8800   Emergency: Martindale FLT OPS, 210-661-3111 ext 7624000",20190519-DOD-Martindale AHP-MDA,Surface,400' AGL,BEXAR,7.90393544320978e-05,0.0374998970041782
1456,DOD,USA,Tobyhanna Army Depot,TYAD,D,NATIONAL SECURITY,PA,"LTC Jerry Lewis / 404 305-6916   Emergency: Morgenweck, Brett / brett.j.morgenweck.civ@mail.mil / O: 570-615-7550",20190625-DOD-Tobyhanna Army Depot-TYAD,Surface,400' AGL,MONROE,0.000558286883460823,0.105011765891209
1457,DOD,USA,Scranton AAP,SCAAP,D,NATIONAL SECURITY,PA,"LTC Jerry Lewis / 404 305-6916   Emergency: Hansen, Richard P / richard.p.hansen.civ@mail.mil / O: 570-340-1152",20190625-DOD-Scranton AAP-SCAAP,Surface,400' AGL,LACKAWANNA,6.46291027806001e-06,0.0108673381738194
1458,DOD,USAF,Joint Base Elmendorf - Richardson,PAED 1,D,NATIONAL SECURITY,AK,"Airfield Operations Flight Commander: Comm 907-552-7543; DSN 317-552-7543   Emergency: Command Post: Comm 907-552-3000, DSN 317-552-3000",20200109-DOD-Joint Base Elmendorf - Richardson-PAED 1,Surface,400' AGL,ANCHORAGE,0.0209253930506748,0.809345859610301
1459,DOD,USAF,Joint Base Elmendorf - Richardson,PAED 2,D,NATIONAL SECURITY,AK,"Airfield Operations Flight Commander: Comm 907-552-7543; DSN 317-552-7543   Emergency: Command Post: Comm 907-552-3000, DSN 317-552-3000",20200109-DOD-Joint Base Elmendorf - Richardson-PAED 2,Surface,400' AGL,ANCHORAGE,0.029512561748561,0.986847414453114
1460,DOD,USA,Fort Riley,Marshall AAF,D,NATIONAL SECURITY,KS,LTC Hahn / 817-222-5921  Emergency: EOC 785-563-6126,20200123-DOD-Fort Riley-Marshall AAF,Surface,400' AGL,GEARY,0.0429181038168736,1.28896825844421
1461,DOD,USAF,Jacksonville ANGB (Jacksonville IAP),Installation,D,NATIONAL SECURITY,FL,"TSgt Joshua Cooper, DSN 641-7141   Emergency: SMSgt Dave Hogan, DSN 641-7123",20200221-DOD-Jacksonville ANGB (Jacksonville IAP)-Installation,Surface,400' AGL,DUVAL,0.000133529405957233,0.0550286569635912
1462,DOD,USAF,Tucson ANGB (Tucson IAP),Installation,C,NATIONAL SECURITY,AZ,"TSgt Branden Hickok, DSN 844-6731   Emergency: TSgt Branden Hickok, DSN 844-6731",20200221-DOD-Tucson ANGB (Tucson IAP)-Installation,Surface,400' AGL,PIMA,3.77832625417796e-05,0.0245501469429684
1463,DOD,USAF,Toledo ANGB (Toldedo Express Airport),Installation,C,NATIONAL SECURITY,OH,"Airfield Manager: Com (419)868-4031, DSN 580-4031   Emergency: Airfield Manager: Com (419)868-4031, DSN 580-4031",20200221-DOD-Toledo ANGB (Toldedo Express Airport)-Installation,Surface,400' AGL,LUCAS,5.50903091607324e-05,0.0334848289072091
1464,DOD,USAF,Birmingham ANGB (Birmingham IAP),Installation,C,NATIONAL SECURITY,AL,"MSgt Trevor Baker, DSN 778-2533   Emergency: MSgt Trevor Baker, DSN 778-2533",20200221-DOD-Birmingham ANGB (Birmingham IAP)-Installation,Surface,400' AGL,JEFFERSON,6.24994454483385e-05,0.0402983985169487
1465,DOD,USAF,Portland ANGB (Portland IAP),Installation,C,NATIONAL SECURITY,OR,"MSgt Randall R. Harris, (503)335-4366   Emergency: MSgt Randall R. Harris, (503)335-4366",20200221-DOD-Portland ANGB (Portland IAP)-Installation,Surface,400' AGL,MULTNOMAH,0.000103459630281577,0.0520730751034376
1466,DOD,USAF,Ellington JRB (Ellington Airport),Installation,D,NATIONAL SECURITY,TX,"MSgt Dion Folley, DSN 454-2803   Emergency: Command Post DSN 454-2716",20200221-DOD-Ellington JRB (Ellington Airport)-Installation,Surface,400' AGL,HARRIS,0.000112140035753328,0.0559422719050263
1467,DOD,USAF,Pittsburg ANGB (Pittsburg IAP),Installation,B,NATIONAL SECURITY,PA,MSgt Christy Ross (412)776-7667 DSN 294-7667   Emergency: Command Post (412)776-7374,20200221-DOD-Pittsburg ANGB (Pittsburg IAP)-Installation,Surface,400' AGL,ALLEGHENY,7.02885417922516e-05,0.0331163026581296
1468,DOD,USAF,Bangor ANGB (Bangor IAP),Installation,C,NATIONAL SECURITY,ME,"MSgt Elwin Weeks, DSN 698-7232   Emergency: Comand Post, DSN 698-7788",20200221-DOD-Bangor ANGB (Bangor IAP)-Installation,Surface,400' AGL,PENOBSCOT,0.000130178017798244,0.0739422294434061
1469,DOD,USAF,Burlington IAP,Installation,C,NATIONAL SECURITY,VT,"MSgt. Darren Adams, DSN 220-5270   Emergency: Command Post, DSN 220-5212",20200221-DOD-Burlington IAP-Installation,Surface,400' AGL,CHITTENDEN,5.14406876845896e-05,0.0321655552502513
1470,DOD,USAF,Fresno Air National Guard Base (Fresno Yosemite IAP),Installation,C,NATIONAL SECURITY,CA,TSgt Rob Pirkle (901)846-9382   Emergency: Command Post (559)454-5155,20200221-DOD-Fresno Air National Guard Base (Fresno Yosemite IAP)-Installation,Surface,400' AGL,FRESNO,3.37193623636267e-05,0.0344007871209415
1471,DOD,USAF,Truax Field ANGB (Dane County Regional Airport),Installation,C,NATIONAL SECURITY,WI,SMSgt Aaron M Thornsen 724-8643   Emergency: Command Post (24/7) 724-8580,20200221-DOD-Truax Field ANGB (Dane County Regional Airport)-Installation,Surface,400' AGL,DANE,5.28862092323834e-05,0.0291063765084856
1472,DOD,USAF,Barnes ANGB (Westfield-Barnes Regional Airport),Installation,D,NATIONAL SECURITY,MA,"Airfield Manager: Com (413)568-9151 EXT6981720, DSN 698-1720   Emergency: Command Post: (413)568-1550 EXT 698121, DSN 698-1221",20200221-DOD-Barnes ANGB (Westfield-Barnes Regional Airport)-Installation,Surface,400' AGL,HAMPDEN,3.47162913385546e-05,0.0250504038620523
1473,DOD,USAF,Montgomery ANGB/Dannelly Field (Montgomery Regional  Airport),Installation 1,D,NATIONAL SECURITY,AL,"CMSgt Michael Surles, DSN 358-9290   Emergency: CMSgt Michael Surles, DSN 358-9290",20200221-DOD-Montgomery ANGB/Dannelly Field (Mont. Reg. Airpt.)-Installation 1,Surface,400' AGL,MONTGOMERY,2.84100087810657e-06,0.00700792671621955
1474,DOD,USAF,Montgomery ANGB/Dannelly Field (Montgomery Regional  Airport),Installation 2,D,NATIONAL SECURITY,AL,"CMSgt Michael Surles, DSN 358-9290   Emergency: CMSgt Michael Surles, DSN 358-9290",20200221-DOD-Montgomery ANGB/Dannelly Field (Mont. Reg. Airpt.)-Installation 2,Surface,400' AGL,MONTGOMERY,2.83353160739352e-05,0.033330794152755
1475,DOD,USAF,Alpena Combat Readiness Training Center,Installation 2,D,NATIONAL SECURITY,MI,Air Traffic Manager Office (989)354-6451 Cell: (989)255-1534   Emergency: Air Traffic Manager Office (989)354-6451 Cell: (989)255-1534,20200221-DOD-Alpena Combat Readiness Training Center-Installation 2,Surface,400' AGL,ALPENA,5.3163116945143e-05,0.0351137488734728
1476,DOD,USAF,Alpena Combat Readiness Training Center,Installation 1,D,NATIONAL SECURITY,MI,Air Traffic Manager Office (989)354-6451 Cell: (989)255-1534   Emergency: Air Traffic Manager Office (989)354-6451 Cell: (989)255-1534,20200221-DOD-Alpena Combat Readiness Training Center-Installation 1,Surface,400' AGL,ALPENA,0.000238289319895557,0.09060647411168
1477,DOD,USAF,Joe Foss Field ANGS (Sioux Fall Regional Airport),Installation 1,D,NATIONAL SECURITY,SD,"MSgt Charissa Lehman, DSN 798-7754 (605) 988-5754   Emergency: MSgt Charissa Lehman, DSN 798-7754 (605)941-3522",20200221-DOD-Joe Foss Field ANGS (Sioux Fall Regional Airport)-Installation 1,Surface,400' AGL,MINNEHAHA,4.55204876743665e-05,0.0361999206998311
1478,DOD,USAF,Joe Foss Field ANGS (Sioux Fall Regional Airport),Installation 2,D,NATIONAL SECURITY,SD,"MSgt Charissa Lehman, DSN 798-7754 (605) 988-5754   Emergency: MSgt Charissa Lehman, DSN 798-7754 (605)941-3522",20200221-DOD-Joe Foss Field ANGS (Sioux Fall Regional Airport)-Installation 2,Surface,400' AGL,MINNEHAHA,1.54001645569224e-06,0.00871234634259548
1479,DOD,USAF,Eastern Air Defense Sctr - Griffiss Air Park Antenna Farm N and Griffiss AP EADS Campus S,Installation 1,D,NATIONAL SECURITY,NY,"Russell Stark, Airport Mgr Griffis Int Apr, Rome, NY 315-736-4171   Emergency: Russell Stark, Airport Mgr. Griffis Int Apt, Rome, NY 315-736-4171",20200221-DOD-Eastern Air Defense Sctr - Griffiss Intl. Airport-Installation 1,Surface,400' AGL,ONEIDA,1.16781795895804e-05,0.0154982274544734
1480,DOD,USAF,Eastern Air Defense Sctr - Griffiss Air Park Antenna Farm N and Griffiss AP EADS Campus S,Installation 2,D,NATIONAL SECURITY,NY,"Russell Stark, Airport Mgr Griffis Int Apr, Rome, NY 315-736-4171   Emergency: Russell Stark, Airport Mgr. Griffis Int Apt, Rome, NY 315-736-4171",20200221-DOD-Eastern Air Defense Sctr - Griffiss Intl. Airport-Installation 2,Surface,400' AGL,ONEIDA,9.55837731453357e-06,0.0149103520392722
1481,DOD,USAF,Minn St Paul ARS,Installation 1,B,NATIONAL SECURITY,MN,"Mr. James Decann,  (612) 713-1024   Emergency: BDOC   (612) 713-1102",20200221-DOD-Minn St Paul ARS-Installation 1,Surface,400' AGL,HENNEPIN,5.66257376704016e-05,0.0343521439149301
1482,DOD,USAF,Minn St Paul ARS,Installation 2,B,NATIONAL SECURITY,MN,"Mr. James Decann,  (612) 713-1024   Emergency: BDOC   (612) 713-1102",20200221-DOD-Minn St Paul ARS-Installation 2,Surface,400' AGL,HENNEPIN,3.89051938327611e-05,0.0370903724905898
1483,DOD,USAF,Niagara ARS,Installation 2,D,NATIONAL SECURITY,NY,"Ms. Sherrie Campbell, (716) 236-2398   Emergency: BDOC   (716) 236-2280",20200221-DOD-Niagara ARS-Installation 2,Surface,400' AGL,LOCKPORT,2.86916019831551e-07,0.00214324547911758
1484,DOD,USAF,Niagara ARS,Installation 1,D,NATIONAL SECURITY,NY,"Ms. Sherrie Campbell, (716) 236-2398   Emergency: BDOC   (716) 236-2280",20200221-DOD-Niagara ARS-Installation 1,Surface,400' AGL,LOCKPORT,0.000282187211951168,0.127342008609775
1485,DOD,USAF,Youngstown ARS,Installation 1,D,NATIONAL SECURITY,OH,"Mr. Micahel Seres,  (330) 609-1656   Emergency: BDOC    (330) 609-1277   or ext 1299",20200221-DOD-Youngstown ARS-Installation 1,Surface,400' AGL,TRUMBULL,3.87981792755454e-05,0.0439505095786636
1486,DOD,USAF,Youngstown ARS,Installation 2,D,NATIONAL SECURITY,OH,"Mr. Micahel Seres,  (330) 609-1656   Emergency: BDOC    (330) 609-1277   or ext 1299",20200221-DOD-Youngstown ARS-Installation 2,Surface,400' AGL,TRUMBULL,9.69864777289331e-05,0.0498611639247822
1487,DOD,USN,NAVSUPPACT Hampton Roads,Naval Medical Center Portsmouth, ,NATIONAL SECURITY,VA,"Mr. Kenneth Pugh, Site Director: 757-371-1118, kenneth.pugh1@navy.mil",20200225-DOD-NAVSUPPACT Hampton Roads - Naval Medical Center Portsmouth,Surface,400' AGL,PORTSMOUTH,4.49727137947775e-05,0.0375812112936857
1488,DOD,USN,NAVSUPPACT Hampton Roads,Northwest Annex, ,NATIONAL SECURITY,VA,"LCDR Luz Davis, Officer in Charge (OIC): 757-421-8201, luz.davis1@navy.mil",20200225-DOD-NAVSUPPACT Hampton Roads - Northwest Annex,Surface,400' AGL,CHEASAPEAKE,0.00149380553830269,0.177265117714342
1489,DOD,USAF,Atlantic City ANGB (Atlantic City IAP),Installation 2,D,NATIONAL SECURITY,NJ,"MSgt Jasin Nesmith (609)761-6870, DSN 455-6870",20200228-DOD-Atlantic City ANGB (Atlantic City IAP)-Installation 2,Surface,400' AGL,ATLANTIC,2.72826457603514e-05,0.0237301080280501
1490,DOD,USAF,Atlantic City ANGB (Atlantic City IAP),Installation 1,D,NATIONAL SECURITY,NJ,"MSgt Jasin Nesmith (609)761-6870, DSN 455-6870",20200228-DOD-Atlantic City ANGB (Atlantic City IAP)-Installation 1,Surface,400' AGL,ATLANTIC,9.68537970038597e-05,0.0422999852191511
1491,DOD,USAF,Pittsburgh ARS,Installation,B,NATIONAL SECURITY,PA,"Mr. James Linscott, (412) 474-8289;  BDOC    (412) 474-8250",20200515-DOD-Pittsburgh ARS-Installation,Surface,400' AGL,ALLEGHENY,4.62481480099086e-05,0.0306574862067597
1492,DOD,USAF,Willow Grove/ Horsham AGS,Installation,B,NATIONAL SECURITY,PA,"Base Defense Operations Center/National Security – MQ-9/215-323-8600;  ",20200515-DOD-Willow Grove/ Horsham AGS-Installation,Surface,400' AGL,MONTGOMERY,0.000413407195765103,0.106103574960529
1493,DOD,USN,,US Territorial Waters Boundaries-1,Airspace over waters from US shore to line (12NM),"NATIONAL SECURITY. See FDC 0/0852. Unmanned Aircraft (UA) operations are prohibited within 3,000 ft. laterally and 1,000 ft. above military vessels. Operating in the indicated airspace may result in disruption, seizure, or destruction of UA.", US-Wide,Operators needing to approach military vessels for overriding reasons of public interest or necessity must coordinate and obtain advance authorization from System Operations Security Coordinators at (202)267-8276,20190517-DOD-N/A-US Territorial Waters Boundaries-1,Surface,"2,000' MSL",US-Wide,0.0188303856239145,0.880534418651706
1494,DOD,USN,,US Territorial Waters Boundaries-2,Airspace over waters from US shore to line (12NM),"NATIONAL SECURITY. See FDC 0/0852. Unmanned Aircraft (UA) operations are prohibited within 3,000 ft. laterally and 1,000 ft. above military vessels. Operating in the indicated airspace may result in disruption, seizure, or destruction of UA.", US-Wide,Operators needing to approach military vessels for overriding reasons of public interest or necessity must coordinate and obtain advance authorization from System Operations Security Coordinators at (202)267-8276,20190517-DOD-N/A-US Territorial Waters Boundaries-2,Surface,"2,000' MSL",US-Wide,0.0773808065450794,4.11928605580765
1495,DOD,USN,,US Territorial Waters Boundaries-3,Airspace over waters from US shore to line (12NM),"NATIONAL SECURITY. See FDC 0/0852. Unmanned Aircraft (UA) operations are prohibited within 3,000 ft. laterally and 1,000 ft. above military vessels. Operating in the indicated airspace may result in disruption, seizure, or destruction of UA.", US-Wide,Operators needing to approach military vessels for overriding reasons of public interest or necessity must coordinate and obtain advance authorization from System Operations Security Coordinators at (202)267-8276,20190517-DOD-N/A-US Territorial Waters Boundaries-3,Surface,"2,000' MSL",US-Wide,0.046628912795768,2.74810553957295
1496,DOD,USN,,US Territorial Waters Boundaries-4,Airspace over waters from US shore to line (12NM),"NATIONAL SECURITY. See FDC 0/0852. Unmanned Aircraft (UA) operations are prohibited within 3,000 ft. laterally and 1,000 ft. above military vessels. Operating in the indicated airspace may result in disruption, seizure, or destruction of UA.", US-Wide,Operators needing to approach military vessels for overriding reasons of public interest or necessity must coordinate and obtain advance authorization from System Operations Security Coordinators at (202)267-8276,20190517-DOD-N/A-US Territorial Waters Boundaries-4,Surface,"2,000' MSL",US-Wide,0.066957506169274,3.95660796621593
1497,DOD,USN,,US Territorial Waters Boundaries-5,Airspace over waters from US shore to line (12NM),"NATIONAL SECURITY. See FDC 0/0852. Unmanned Aircraft (UA) operations are prohibited within 3,000 ft. laterally and 1,000 ft. above military vessels. Operating in the indicated airspace may result in disruption, seizure, or destruction of UA.", US-Wide,Operators needing to approach military vessels for overriding reasons of public interest or necessity must coordinate and obtain advance authorization from System Operations Security Coordinators at (202)267-8276,20190517-DOD-N/A-US Territorial Waters Boundaries-5,Surface,"2,000' MSL",US-Wide,0.0646960882506846,3.82265566814613
