objectid,statefp,countyfp,tractce,blkgrpce,geoid,namelsad,x_crf1,x_crf2,x_crf3,x_cl1,x_cl2,x_highsec,x_medsec,x_datasec,x_areasec,x_usgsdw_s,x_oswcrdw_,x_crf4,x_oswcr_pe,x_usgs_per,x_wq_score,x_wq_per,x_datacov,globalid,Shape__Area,Shape__Length
18706,06,037,123203,2,060371232032,Block Group 2,4,5,3.6,"TCE; NNSM; PCE; CR6","TCE; CTCL; NO3N; ALPHA; CR",1,0,1,1,1.47,1,100,37,58,686.01,94,100,5433e2c9-63d6-4f32-8e66-0ed3890e56ef,154439.1953125,1950.30546568995
18707,06,013,355113,3,060133551133,Block Group 3,0,0,0, , ,0,0,1,4,38.52,21,0,80,86,0,0,25,cc52680b-5d76-47f1-88e7-8d3a3bf11950,2313315.296875,6787.20685653775
18708,06,073,017701,1,060730177011,Block Group 1,0,0,0,NA,NA,0,0,0,2,0,0,0,34,35,0,0,0,e63fbd83-042a-422a-9a38-72193b84f5f0,1379582.48828125,7894.23580739664
18709,06,013,359204,2,060133592042,Block Group 2,0,0,0,NA,NA,0,0,0,2,0.1,1,0,46,44,0,0,0,6f810fd4-3eac-4df7-ac17-6b309b4010f3,837925.2265625,4404.70851962216
18710,06,073,017701,2,060730177012,Block Group 2,0,0,0,NA,NA,0,0,0,3,0,0,0,34,35,0,0,0,43173874-da82-489f-9799-c2854b79b9d6,1852862.8515625,7872.11415194083
18711,06,073,017701,3,060730177013,Block Group 3,0,0,0,NA,NA,0,0,0,2,0,0,0,34,35,0,0,0,c82db628-85e0-4970-97a6-28ac8848bf2f,411001.66015625,3154.01292834006
18712,06,067,002300,1,060670023001,Block Group 1,0,0,0,NA,NA,0,0,0,1,0.63,2,0,54,51,0,0,0,b1a964e6-4521-478c-9e70-b4a1aadbd16c,387821.90625,2486.90390749472
18713,06,037,216402,2,060372164022,Block Group 2,0,0,0, , ,0,0,2,2,2.65,0,0,3,63,0,0,100,f0d6b230-a9a1-4b0e-8541-f3dd6d949247,175234.859375,1683.77021042774
18714,06,037,217001,2,060372170012,Block Group 2,0,0,0, , ,0,0,1,1,0.41,0,0,3,49,0,0,100,2e974440-628c-4fda-ad10-33811d265aa0,294981.609375,2395.25509593094
18715,06,037,297601,3,060372976013,Block Group 3,0,0,0,NA,NA,0,0,0,2,0,0,0,29,30,0,0,0,07602b45-4bf2-4924-9c0e-bec8b18771bd,640613.4140625,5552.04759906789
18716,06,067,002800,1,060670028001,Block Group 1,1,0,1.03,CTCL, ,1,0,1,1,0,4,100,61,16,110.3,39,100,7fddd5ba-5f40-46bc-a646-c9daa0a047b9,592664.6796875,3243.09171760002
18717,06,067,003800,3,060670038003,Block Group 3,0,0,0, , ,0,0,2,2,0,1,0,42,17,0,0,100,4d108c51-3bbb-4c9e-958e-42c7fcf46e6a,470533.19921875,2913.4442250806
18718,06,037,297601,2,060372976012,Block Group 2,0,0,0,NA,NA,0,0,0,1,0,0,0,29,30,0,0,0,641a3e9b-a352-424a-9554-bcce6334749a,155173.6640625,1988.56067802617
18719,06,067,001800,1,060670018001,Block Group 1,0,0,0, , ,0,0,1,2,0,1,0,42,16,0,0,50,125e6933-a9b3-4a85-be60-1f1461317182,565322.7265625,4786.74321543461
18720,06,037,124201,2,060371242012,Block Group 2,5,7,7.46,"TCE; PCE; CTCL; TCPR123; CR6","TCE; CTCL; DCA12; PCE; NO3N; ALPHA; CR",2,0,2,2,4.47,0,100,2,68,924.56,98,100,e45ec813-14be-4e93-b50f-936c53e7e5ad,475019.73828125,3410.30463560541
18721,06,037,124300,3,060371243003,Block Group 3,5,6,12.19,"TCPR123; PCE; TCE; CTCL; CR6","TCE; CTCL; PCE; ALPHA; NO3N; CR",2,0,2,2,0.15,0,100,2,45,921.93,98,100,488a86f5-d367-4a9c-ae07-362fe27830db,474246.54296875,2900.46480009691
18722,06,037,124400,2,060371244002,Block Group 2,4,6,2.28,"TCE; PCE; TCPR123; CR6","TCE; DCA12; NO3N; CTCL; ALPHA; CR",2,0,2,2,0,0,100,2,3,722.81,95,100,26126055-f091-4d79-af2b-c24310f4a770,454390.3359375,2885.72488584448
18723,06,041,109001,1,060411090011,Block Group 1,0,0,0,NA,NA,0,0,0,2,0,12,0,76,31,0,0,0,0c269933-75fc-4e6d-abac-d9fa505674a7,743889.2265625,5317.75565626983
18724,06,037,124500,2,060371245002,Block Group 2,1,1,1.14,TCE,TCE,1,0,2,4,0,0,25,2,3,40.35,19,50,d4a3e5fe-308a-439d-9c2e-dfe95ec55cd6,542592.39453125,3452.25249550666
18725,06,037,124700,1,060371247001,Block Group 1,3,2,2.05,"TCE; PCE; TCPR123","DCA12; NO3N",1,0,1,2,0,0,50,2,3,210.23,62,50,319b1028-21f7-43f5-8902-c5c5a1235ecd,495972.0859375,3066.70782489523
18726,06,037,124700,2,060371247002,Block Group 2,3,2,2.05,"TCE; PCE; TCPR123","DCA12; NO3N",1,0,1,4,0,0,25,2,3,105.12,37,25,3ac2f6f9-e5f7-48a4-9b98-262b87d76d8d,473961.9375,2919.01795600469
18727,06,041,109001,3,060411090013,Block Group 3,0,0,0,NA,NA,0,0,0,1,0,5,0,65,31,0,0,0,a7c83714-f4f7-42d4-9dc9-18b68ae9fded,565013.10546875,4477.59471755205
18728,06,041,112201,1,060411122011,Block Group 1,0,0,0,NA,NA,0,0,0,2,0,1,0,46,31,0,0,0,a782c6de-6c5b-4578-9533-ed3880e46386,428316.62890625,4492.24384992163
18729,06,041,112202,1,060411122021,Block Group 1,0,0,0,NA,NA,0,0,0,1,0,0,0,30,31,0,0,0,282d8350-351c-4915-b1fd-191d29925b31,1041521.2421875,4246.69701963533
18730,06,067,007602,3,060670076023,Block Group 3,1,0,5.1,TCPR123, ,1,0,2,2,0.9,18,50,79,54,75.5,30,100,436c7767-c7f1-47c7-a585-baec2fbc27db,1056834.16796875,4115.53022876014
18731,06,073,017801,1,060730178011,Block Group 1,0,0,0,NA,NA,0,0,0,3,0.16,0,0,34,46,0,0,0,1b725808-b519-4c23-863e-8106a26db6d5,1428041.26171875,5572.99284012409
18732,06,049,000200,1,060490002001,Block Group 1,1,0,2.72,AS, ,18,0,79,504,463.2,129,3.57,93,96,4.54,2,15.67,3b04b82a-0e0c-425a-ac0a-8caa83764de5,2027757964.58984,243383.051639834
18733,06,049,000400,1,060490004001,Block Group 1,0,0,0, , ,0,0,11,447,503.36,173,0,95,96,0,0,2.46,97ea0afb-bd63-4305-8125-51241b4c6c43,1880791315.53516,206025.322796072
18734,06,049,000300,3,060490003003,Block Group 3,1,1,3.55,AS,ALPHA,5,9,60,760,962.39,475,1.25,99,99,2.32,1,7.89,51874ea5-19d6-4ebd-9928-e1bee83b16d9,3169670325.98047,290939.663822381
18735,06,049,000300,1,060490003001,Block Group 1,1,0,3.89,AS, ,4,0,64,1153,831.77,275,0.35,97,98,0.48,1,5.55,95e2982c-dd91-4d8d-8d11-c161e3deadc2,4869719639.58594,356395.138482666
18736,06,049,000300,2,060490003002,Block Group 2,0,0,0, , ,0,0,15,877,522.27,364,0,98,97,0,0,1.71,96c74571-ea32-47c5-842c-3d70ad380e23,3764463412.91016,300852.194880184
18737,06,049,000100,1,060490001001,Block Group 1,1,0,3.05,AS, ,2,0,7,17,81.26,163,11.76,94,90,15.35,9,41.18,3e402cee-be4d-4dec-a204-8c48a50a5f70,31562824.8359375,25129.2134984734
18738,06,049,000200,2,060490002002,Block Group 2,0,0,0, , ,0,0,6,577,720.85,259,0,96,98,0,0,1.04,064ebcdf-117b-4ff2-8e20-4d513177166f,2391487417.81641,254948.342262969
18739,06,049,000400,2,060490004002,Block Group 2,0,0,0, , ,0,0,22,322,228.86,104,0,92,94,0,0,6.83,4885b871-72b8-4744-a07f-b52a5a091f9c,1323817950.33594,183914.061408651
18740,06,041,119201,1,060411192011,Block Group 1,0,0,0,NA,NA,0,0,0,1,0,6,0,68,31,0,0,0,70d61ee8-1edf-4c81-b130-f8358be9d56c,348088.50390625,3387.00746718885
18741,06,041,117000,4,060411170004,Block Group 4,0,0,0,NA,NA,0,0,0,2,0.12,39,0,86,44,0,0,0,c73a8595-9940-4a82-b949-449cc766a781,480294.328125,3807.12404079571
18742,06,041,119201,2,060411192012,Block Group 2,0,0,0,NA,NA,0,0,0,2,0,9,0,72,31,0,0,0,d8fcf0da-3c68-4882-abfb-64a3e69d992f,505713.515625,3432.59622157546
18743,06,097,151306,3,060971513063,Block Group 3,0,0,0, , ,0,0,1,1,16.43,0,0,22,80,0,0,100,f9850f32-ae2b-4c7c-b211-55ae2e04af82,517955.6328125,3653.57152759739
18744,06,041,125000,1,060411250001,Block Group 1,0,0,0,NA,NA,0,0,0,6,0,12,0,76,31,0,0,0,f84093a8-da72-4d4d-b49b-3cc2d1738c5c,3451511.2109375,14334.0708603775
18745,06,041,126100,2,060411261002,Block Group 2,0,0,0,NA,NA,0,0,0,2,2.26,9,0,72,61,0,0,0,f5b9a18e-f461-4ab9-968e-913af34e8a40,766358.62890625,4381.50921939408
18746,06,041,126100,3,060411261003,Block Group 3,0,0,0,NA,NA,0,0,0,3,0.73,20,0,80,52,0,0,0,39241368-01c4-486b-8687-417da74c9004,539819.08203125,3879.89727701281
18747,06,041,126200,1,060411262001,Block Group 1,0,0,0,NA,NA,0,0,0,4,2.28,15,0,78,61,0,0,0,e5c7a8b3-43b2-4758-9649-9eee7d52ed6a,2667520.90234375,7720.29172914092
18748,06,053,013100,1,060530131001,Block Group 1,3,0,1.74,"TL; AS; PB", ,3,0,3,3,0.55,22,100,81,51,317.35,76,100,b37c0902-e9b5-43ed-8714-f8efe0354f52,1966423.81640625,6846.15898979802
18749,06,053,011000,1,060530110001,Block Group 1,0,1,0, ,PCATE,0,1,9,9,9.09,128,5.56,93,75,2.78,1,100,4445c78c-7f8d-4e24-9fbf-9e5e57089701,3961206.06640625,17021.5075942454
18750,06,053,010202,1,060530102021,Block Group 1,4,3,5.9,"TCPR123; NO3N; CR6; PCATE","NO3N; CR6; CR",9,1,13,13,724.28,270,73.08,97,98,445.01,85,100,f558fdf3-7020-448a-8adc-8d047990374d,21284489.71875,26176.925669773
18751,06,053,012000,2,060530120002,Block Group 2,0,0,0,NA,NA,0,0,0,4,0.01,12,0,76,39,0,0,0,bc7fc96d-2524-40af-a4aa-fa3aab4dbe65,818076.1953125,4190.76647372549
18752,06,053,010605,1,060530106051,Block Group 1,3,2,1.9,"NO3N; TCPR123; AS","NO3N; TCPR123",3,0,3,3,27.52,6,100,66,83,418.98,83,100,474b2196-8621-42d5-b136-d3a8a3d2c505,1687843.59765625,5500.22417324826
18753,06,079,010205,3,060790102053,Block Group 3,2,1,1.33,"AS; NO3N",AS,3,0,4,4,15.78,4,75,61,79,197.44,61,100,0e738eca-80dc-4697-b91d-cc5a8ab10699,1718899.46875,6442.21812481125
18754,06,079,010404,2,060790104042,Block Group 2,0,0,0, , ,0,0,3,3,0.14,0,0,21,45,0,0,100,31099978-9e98-40a3-a2c6-10d696d9d43a,2483085.1015625,8149.83859178832
18755,06,113,010606,4,061130106064,Block Group 4,1,0,1.64,CR6, ,1,0,1,1,10.63,2,100,53,76,116.38,43,100,19e89ed6-eebe-40cd-b572-a54c62e7a0a5,1488854.17578125,5671.88733891831
18756,06,113,010800,2,061130108002,Block Group 2,1,0,1.66,CR6, ,2,0,2,2,6.86,56,100,88,72,116.56,43,100,c68d3bbb-5976-451b-b42c-6ddd9ce02edf,899215.34765625,4127.6865368371
18757,06,113,011203,2,061130112032,Block Group 2,1,1,2.46,CR6,NO3N,2,0,2,2,0.24,63,100,89,47,174.64,58,100,2526ad22-9ce4-41c5-8410-8dafdfd25ff2,1049793.79296875,4106.15408774683
18758,06,113,010510,4,061130105104,Block Group 4,2,4,1.83,"CR6; CR","CR6; CR; SE; ALPHA",2,0,2,2,7.11,8,100,71,72,418.32,83,100,18325976-08c3-4c53-8869-fcec6d220bf8,875233.55078125,3919.99246253102
18759,06,037,430002,3,060374300023,Block Group 3,0,0,0, , ,0,0,1,1,0,0,0,7,6,0,0,100,75183718-aa75-47ef-9e83-0e31ab926e76,398819.02734375,2568.61444968344
18760,06,037,800102,2,060378001022,Block Group 2,0,0,0,NA,NA,0,0,0,10,8.66,25,0,82,74,0,0,0,159714e0-7edb-47bb-9da5-e91224c914c3,14967490.953125,23237.6890706373
18761,06,053,010501,2,060530105012,Block Group 2,5,2,1.68,"MTBE; AS; PCATE; NO3N; CR6","AS; NO3N",10,6,27,32,2281.69,562,40.62,99,100,250.59,68,84.38,6ffc21b3-038c-4971-a81a-2b02b3c38c82,72068065.5546875,46355.2281483999
18762,06,053,011000,4,060530110004,Block Group 4,0,1,0, ,PCATE,0,2,14,21,29.88,104,4.76,92,84,2.38,1,66.67,12fcdd81-86b5-4316-9ef6-18f2efa5679f,38207086.3007813,40125.326803911
18763,06,053,013600,1,060530136001,Block Group 1,2,0,1.68,"BETA; SE", ,2,0,2,2,0,5,100,63,12,216.81,64,100,dc03d95b-2931-496c-bcf5-0db2f598b837,564841.7734375,3264.5754427478
18764,06,053,000800,2,060530008002,Block Group 2,1,1,2.15,NO3N,NO3N,2,0,2,2,11.67,7,100,68,77,171.48,58,100,501dcbaa-3658-4455-8969-2b9a0ff97b63,781135.55078125,3843.6889196036
18765,06,053,011102,3,060530111023,Block Group 3,4,1,2.02,"TL; NO3N; NNSM; AS",NO3N,24,1,43,69,3370.66,47,35.51,87,100,166.95,57,62.32,59715e31-5f45-4321-b178-a8fef3f8fe4e,180187274.429688,83495.7574375642
18766,06,113,011300,4,061130113004,Block Group 4,1,1,1.1,CR6,CR6,2,2,5,5,38.73,49,60,87,86,96.6,35,100,e7e41eb3-432e-4871-8c93-eaf139143bbf,3766181.2734375,8519.50309151065
18767,06,113,011300,5,061130113005,Block Group 5,0,0,0, , ,0,0,1,1,20.54,6,0,67,81,0,0,100,332a77a2-f0e6-4173-952c-7d5bfdae0170,1440858.40234375,5627.86959479931
18768,06,079,010204,2,060790102042,Block Group 2,1,1,1.24,AS,AS,1,0,2,2,40.73,0,50,21,86,81.18,32,100,2045e248-2967-48f0-b989-13097865c85c,2218622.92578125,6726.66268162077
18769,06,079,010205,2,060790102052,Block Group 2,2,1,1.23,"AS; NO3N",AS,2,0,2,2,12.08,0,100,21,77,262.35,69,100,120aae78-f7a0-4d7b-afae-13ed4df1f233,567281.60546875,3249.07962294913
18770,06,073,017701,4,060730177014,Block Group 4,0,0,0,NA,NA,0,0,0,2,0,0,0,34,35,0,0,0,db87f648-cc38-4457-8847-7e7e9c4a09b7,531243.32421875,3400.9652939996
18771,06,065,048902,1,060650489021,Block Group 1,0,0,0, , ,0,0,2,2,5.01,2,0,51,69,0,0,100,0e7d6d91-2f52-4cb4-aceb-d982249be3bb,1457815.10546875,4910.66245745928
18772,06,065,048902,2,060650489022,Block Group 2,3,0,1.71,"PCE; CTCL; PCATE", ,1,0,3,3,0.04,1,33.33,42,42,105.71,37,100,a9e1bfdb-774b-48d7-8ac5-346e14b6cf94,957413.32421875,3909.32562213712
18773,06,065,049500,1,060650495001,Block Group 1,1,1,1.28,CR6,CR6,3,1,4,4,6.52,10,87.5,73,72,142.45,50,100,92c2f26d-7729-47b1-b47b-faa73a935e91,3195505.1328125,7865.54116430369
18774,06,065,043802,3,060650438023,Block Group 3,2,3,1.17,"CR6; NO3N","F; CR6; NO3N",3,2,6,6,132.12,32,66.67,84,92,241.11,67,100,0196a12c-728e-4330-99d3-3076b7dba619,5469074.60546875,11735.1226577493
18775,06,065,043807,1,060650438071,Block Group 1,0,2,0, ,"CR6; NO3N",0,2,4,4,34.46,5,25,64,85,25,13,100,b25cd020-4551-4e30-b25a-2e920135e73c,4180634.578125,8760.19839555849
18776,06,065,043900,1,060650439001,Block Group 1,1,0,1.09,CR6, ,1,0,2,2,6.58,4,50,60,72,55.44,23,100,35473c6d-5bc7-4010-af4e-234189e9c708,1851612.05859375,5511.71844395629
18777,06,065,043900,2,060650439002,Block Group 2,1,0,1.13,CR6, ,3,0,4,4,3.26,16,75,78,65,83.51,33,100,83215640-f32b-4995-b685-26f99164c421,878958.625,4173.25559667885
18778,06,065,043900,3,060650439003,Block Group 3,1,0,1.16,CR6, ,2,0,2,2,1.04,3,100,57,55,111.58,39,100,053ccf5a-2ac5-47e4-a3d4-9a21fc40e483,1583648.21875,5522.96121446903
18779,06,067,004402,2,060670044022,Block Group 2,2,1,1.14,"CTCL; F",NO3N,2,0,2,2,46.07,63,100,89,87,261.37,69,100,a5dde19e-bcd3-4cc4-b792-3f770c1509eb,957934.5078125,3915.37864776864
18780,06,067,007202,3,060670072023,Block Group 3,1,0,1.09,CR6, ,2,0,3,4,0,80,50,90,17,55.47,23,75,e0f89e38-c4a2-4b28-a8a1-04df44735e42,4979507.671875,10928.8808464241
18781,06,041,119201,3,060411192013,Block Group 3,0,0,0,NA,NA,0,0,0,3,0,9,0,72,31,0,0,0,9269d9f0-69c7-45c6-83cd-cba6d57d4e49,831756.03515625,6706.10703254517
18782,06,041,129000,2,060411290002,Block Group 2,0,0,0,NA,NA,0,0,0,2,0.03,1,0,46,41,0,0,0,9a0f4e51-4dda-4b63-ba46-1d5de992da1f,1737225.14453125,8218.42884698146
18783,06,073,017305,2,060730173052,Block Group 2,0,0,0, , ,0,0,4,4,0,1,0,43,20,0,0,100,f7079141-e5f6-4408-b181-f6e129a9febb,2492919.69140625,7755.36648675548
18784,06,073,017305,3,060730173053,Block Group 3,0,0,0, , ,0,0,2,2,0,0,0,20,20,0,0,100,08911d1e-fc84-4342-a1f3-dd1cda3f8864,1186241.37109375,4794.42429737657
18785,06,073,017306,1,060730173061,Block Group 1,0,0,0, , ,0,0,2,4,0,0,0,20,20,0,0,50,5d510d30-7bed-4e50-a4ae-dfdab5408b4f,3261888.7734375,8227.92090628562
18786,06,073,017306,2,060730173062,Block Group 2,0,0,0, , ,0,0,2,4,0,0,0,20,20,0,0,50,53e9d5ee-646f-4424-bd9e-54db8ca42106,3438332.86328125,8062.72253634055
18787,06,067,003102,1,060670031021,Block Group 1,1,1,1.03,CTCL,AS,1,1,2,2,10.01,102,75,92,76,120.22,44,100,0b443951-45e4-4347-8b5f-7f09b6ecc8d4,592880.60546875,3246.42534289439
18788,06,067,007207,3,060670072073,Block Group 3,0,0,0, , ,0,0,4,4,224.44,137,0,94,94,0,0,100,b267230b-b4eb-4c04-bf20-b2aa01bf4f0a,1819606.8984375,5832.89283457041
18789,06,067,008206,3,060670082063,Block Group 3,0,0,0, , ,0,0,2,2,0,1,0,42,17,0,0,100,4863090b-62a6-425b-b570-0c9e8751c8da,1524876.125,5284.73715465532
18790,06,067,007012,2,060670070122,Block Group 2,1,0,2.91,AS, ,2,0,4,4,2.2,7,50,69,61,64.53,27,100,7ecdf827-f368-451d-be0a-52760deeab4c,769357.68359375,3500.64159591216
18791,06,067,008120,1,060670081201,Block Group 1,0,0,0, , ,0,0,2,2,0,2,0,51,17,0,0,100,abd149a9-1636-450f-829c-e5b7bdebd31f,1239309.859375,4454.37025175834
18792,06,067,009008,2,060670090082,Block Group 2,1,0,8.21,PCATE, ,1,0,1,1,1.19,0,100,16,56,182.05,59,100,cdcf3477-73a5-40f9-933c-5638d91f52e2,1021773.06640625,4302.69143820726
18793,06,067,005001,3,060670050013,Block Group 3,0,0,0, , ,0,0,2,2,51.06,33,0,84,87,0,0,100,e41ddae7-f397-4b44-a0c7-ea5b51c7b445,995928.4765625,4983.87830212208
18794,06,067,009004,1,060670090041,Block Group 1,0,0,0, , ,0,0,3,3,33.05,13,0,76,84,0,0,100,d39174be-d14e-4f59-88df-0359702f9f5c,1534154.0234375,7447.93089467786
18795,06,067,004401,1,060670044011,Block Group 1,1,0,1.03,CTCL, ,1,0,1,1,0.05,30,100,84,42,110.3,39,100,f7df2bab-9507-4e8b-906b-4fcf4a5bba17,468045.47265625,2806.2092757226
18796,06,065,044000,1,060650440001,Block Group 1,1,0,1.16,CR6, ,2,0,2,2,0.62,12,100,75,51,111.58,39,100,d00a3d4c-c2c8-4886-8368-0b206f21e70e,1378719.08984375,5516.70752098066
18797,06,065,044000,2,060650440002,Block Group 2,1,0,1.16,CR6, ,2,0,2,2,20.76,12,100,75,82,111.58,39,100,dff1786a-9505-4a9c-98ea-e8ce65ab502e,2074866.0546875,7026.06314998512
18798,06,065,044101,1,060650441011,Block Group 1,1,0,1.63,CR6, ,2,0,3,3,20.49,0,66.67,16,81,77.54,30,100,9d18f909-405f-48c6-9f9d-dc64082bca72,1783641.6015625,7057.25543434524
18799,06,065,044101,2,060650441012,Block Group 2,0,0,0, , ,0,0,1,1,1.77,0,0,16,59,0,0,100,c4963d03-01d4-4cdf-9e31-6ffe682fa36c,587739.14453125,3148.73650670483
18800,06,065,044102,1,060650441021,Block Group 1,1,1,1.63,CR6,CR6,1,1,4,4,7.27,1,37.5,42,73,62.37,27,100,7e34e5b5-a83c-432a-9603-7b1be4e1f564,1889203.54296875,8761.35178816023
18801,06,099,001800,3,060990018003,Block Group 3,0,1,0, ,ALPHA,0,1,1,1,0.04,1,50,45,42,25,15,100,367a9238-f590-4c28-bd26-ea95ac49c048,28005.6640625,675.08348982743
18802,06,037,123204,1,060371232041,Block Group 1,4,5,3.6,"TCE; NNSM; PCE; CR6","TCE; CTCL; NO3N; ALPHA; CR",1,0,1,1,0,1,100,37,3,686.01,94,100,1e9ffffa-6181-4169-887d-673e22f357a6,237589.1796875,1949.76677910779
18803,06,037,123205,1,060371232051,Block Group 1,5,6,2.93,"TCE; PCE; NNSM; CR6; TCPR123","TCE; DCA12; NO3N; CTCL; ALPHA; CR",2,0,2,2,3.44,1,100,37,65,829.35,96,100,923bde3c-df8c-49e0-ba5f-6afa5fac81ea,296759.734375,2192.17404729125
18804,06,037,123205,2,060371232052,Block Group 2,5,6,2.93,"TCE; PCE; NNSM; CR6; TCPR123","TCE; DCA12; NO3N; CTCL; ALPHA; CR",2,0,2,2,8.23,1,100,37,74,829.35,96,100,4203fede-e39c-4c95-af62-8febac959b0a,813543.91015625,4256.3766176177
18805,06,037,123301,1,060371233011,Block Group 1,4,5,3.11,"TCE; NNSM; PCE; CR6","TCE; CTCL; NO3N; ALPHA; CR",2,0,2,2,0,1,100,37,3,681.09,94,100,25efcf38-f10e-4a8a-8f5b-f8ccea9b9d4e,325535.453125,2289.62933736346
18806,06,037,123304,2,060371233042,Block Group 2,4,5,2.19,"TCE; PCE; TCPR123; CR6","TCE; CTCL; NO3N; ALPHA; CR",2,0,2,2,0,0,100,2,3,671.94,93,100,dcc5744e-c30b-49e5-8a17-1a2dee3e8191,217285.0703125,1871.72803477578
18807,06,037,123301,2,060371233012,Block Group 2,8,8,2.15,"TCE; NNSM; PCE; CR6; TCPR123; NO3N; CTCL; DCE11","TCE; CTCL; NO3N; ALPHA; PCE; PCATE; CR; DCE11",4,0,4,4,0,1,100,37,3,1221.52,100,100,6f299841-4e76-4b4a-9023-ef50a48deb49,1281358.61328125,5304.63690072532
18808,06,037,123303,1,060371233031,Block Group 1,4,5,2.19,"TCE; PCE; TCPR123; CR6","TCE; CTCL; NO3N; ALPHA; CR",2,0,2,2,0,0,100,2,3,671.94,93,100,294ee579-985f-4be2-ac0a-dc88f0827204,246568.72265625,1995.91412819491
18809,06,037,123304,1,060371233041,Block Group 1,1,1,1.14,TCE,TCE,1,0,1,1,0,0,100,2,37,161.39,53,100,2397b266-2357-4f45-a726-50e0edb40230,898912.6875,3954.69583019567
18810,06,067,009617,1,060670096171,Block Group 1,1,2,1.37,AS,"AS; CR6",1,1,3,3,2.32,7,50,69,62,106.87,37,100,ef50d077-d477-42c4-a0e2-b4d7357122a1,511416.3671875,3276.99383515072
18811,06,041,125000,3,060411250003,Block Group 3,0,0,0,NA,NA,0,0,0,2,0,4,0,62,31,0,0,0,83d9b6a7-5a7a-487c-a64e-829d765f03b2,1392129.69140625,5660.99042330423
18812,06,067,007501,4,060670075014,Block Group 4,0,0,0, , ,0,0,1,1,1.41,12,0,75,57,0,0,100,48d06144-16ca-4ebd-b22f-c4a34d31304f,1064742.65234375,4283.35636838739
18813,06,067,005601,1,060670056011,Block Group 1,0,0,0, , ,0,0,1,1,2.05,9,0,72,60,0,0,100,d31e10ce-a096-4a87-9f91-3c4168898bca,882873.1796875,4112.81940921567
18814,06,067,004100,3,060670041003,Block Group 3,3,2,1.97,"TCPR123; CR6; ALPHA","CR6; ALPHA",1,0,4,4,9.86,89,25,91,75,104.92,37,100,11550e74-11b4-4246-b5cf-9275d4c39ff7,1486481.23828125,4940.01187928365
18815,06,067,001400,3,060670014003,Block Group 3,0,0,0, , ,0,0,1,1,0,2,0,51,16,0,0,100,a5609ebd-5888-4d81-af5d-415ba4ee6b73,390393.5703125,2599.13094651135
18816,06,067,008137,2,060670081372,Block Group 2,0,0,0, , ,0,0,2,2,1.63,1,0,42,59,0,0,100,cc4c8865-2ba7-4f32-b0e2-c1228e43b6e0,1030128.234375,4169.38239083469
18817,06,067,005101,1,060670051011,Block Group 1,0,0,0, , ,0,0,2,2,23.09,15,0,77,82,0,0,100,586fa73c-c5f5-494d-971e-bd5ea7b5ca28,1222673.40625,4436.15807091429
18818,06,067,009110,1,060670091101,Block Group 1,0,0,0, , ,0,0,1,1,0,0,0,16,17,0,0,100,30fcb6bd-a11b-4bda-91c6-fa116f6ce0d6,213581.41796875,2669.58451908966
18819,06,067,009501,1,060670095011,Block Group 1,1,0,1.9,AS, ,8,0,16,46,458.37,434,17.39,98,96,20.7,10,34.78,6a3c353f-2f2e-4d4d-af8d-3e5336608574,109609339.394531,69162.3126623777
18820,06,067,004001,2,060670040012,Block Group 2,3,0,2.36,"AS; CR6; F", ,4,0,4,4,2.76,6,100,67,63,323.62,77,100,a1e5fb7c-f340-4052-8c8a-137bc770c852,1038967.17578125,5212.19712078319
18821,06,067,000700,1,060670007001,Block Group 1,0,0,0, , ,0,0,1,2,5.87,12,0,75,71,0,0,50,db477523-1d3b-4dbd-94ad-f572d2d695a9,842056.89453125,4153.23689112082
18822,06,067,007701,3,060670077013,Block Group 3,1,0,5.1,TCPR123, ,1,0,2,2,0,8,50,70,17,75.5,30,100,5eaf6f21-10a7-445e-a4d4-dd0ce064292e,536094.40234375,3115.35584517945
18823,06,067,009308,1,060670093081,Block Group 1,1,1,1.68,AS,CR6,1,2,3,3,3.71,22,66.67,81,66,111.21,39,100,934fc11c-8606-464c-9a6d-34a43d306640,1104035.8984375,4352.24521598438
18824,06,073,017404,1,060730174041,Block Group 1,0,0,0, , ,0,0,1,2,0,0,0,20,20,0,0,50,5f2a8831-4576-494b-96c2-9c382dae7e26,659086.75,4163.93476165006
18825,06,073,017404,3,060730174043,Block Group 3,0,0,0, , ,0,0,4,5,0,0,0,20,20,0,0,80,094f4a56-5750-4e12-abb2-95ae83b15cd9,4338529.24609375,9675.85376619993
18826,06,073,017404,4,060730174044,Block Group 4,0,0,0, , ,0,0,2,2,0,0,0,20,20,0,0,100,626dff45-9fb2-477b-a829-9b98d4f41b2b,772966.625,3489.56922089567
18827,06,073,017404,5,060730174045,Block Group 5,0,0,0, , ,0,0,4,4,0,0,0,20,20,0,0,100,8d85a708-ec8d-4004-9e96-f1904c060da4,920179.23046875,4149.49417025292
18828,06,073,017501,1,060730175011,Block Group 1,0,0,0,NA,NA,0,0,0,2,0,0,0,34,35,0,0,0,17527d63-03e1-4e4f-a28c-62098e8dfd59,460961.37890625,2770.86331582335
18829,06,037,124600,1,060371246001,Block Group 1,0,0,0,NA,NA,0,0,0,2,0,0,0,25,27,0,0,0,910902c4-f8af-43f7-9421-1d7973b1e732,454836.35546875,2879.72258381041
